,Product ID,Title,Description,Vendor,Brands,Product Type,Category,Tags,SEO Title,SEO Description,Product Images,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Barcode,Variant Weight,Variant Weight Unit,Variant Price,Variant Compare At Price,Variant Bin Number,Variant Quantity,
,SUPERASIA,SuperAsia SA 240 Shower wash,,,,,,,,,,,,,,,,SuperAsia SA 240 Shower wash-BE-On Installments,,,," 31,500 "," 31,500 ",,,
,SUPERASIA,SuperAsia SA 255,,,,,,,,,,,,,,,,SuperAsia SA 255-BE-On Installments,,,," 27,500 "," 27,500 ",,,
,SUPERASIA,SuperAsia SA 260,,,,,,,,,,,,,,,,SuperAsia SA 260-BE-On Installments,,,," 28,500 "," 28,500 ",,,
,SUPERASIA,SuperAsia SA 270,,,,,,,,,,,,,,,,SuperAsia SA 270-BE-On Installments,,,," 29,000 "," 29,000 ",,,
,SUPERASIA,SuperAsia SA 272,,,,,,,,,,,,,,,,SuperAsia SA 272-BE-On Installments,,,," 28,500 "," 28,500 ",,,
,SUPERASIA,SuperAsia SA 280,,,,,,,,,,,,,,,,SuperAsia SA 280-BE-On Installments,,,," 45,500 "," 45,500 ",,,
,SUPERASIA,SuperAsia SA 290,,,,,,,,,,,,,,,,SuperAsia SA 290-BE-On Installments,,,," 34,500 "," 34,500 ",,,
,SUPERASIA,SuperAsia SA 241,,,,,,,,,,,,,,,,SuperAsia SA 241-BE-On Installments,,,," 37,500 "," 37,500 ",,,
,SUPERASIA,SuperAsia SA 242,,,,,,,,,,,,,,,,SuperAsia SA 242-BE-On Installments,,,," 41,000 "," 41,000 ",,,
,SUPERASIA,SuperAsia SA 244,,,,,,,,,,,,,,,,SuperAsia SA 244-BE-On Installments,,,," 40,500 "," 40,500 ",,,
,SUPERASIA,SuperAsia SA 245,,,,,,,,,,,,,,,,SuperAsia SA 245-BE-On Installments,,,," 42,000 "," 42,000 ",,,
,SUPERASIA,SuperAsia SA-518,,,,,,,,,,,,,,,,SuperAsia SA-518-BE-On Installments,,,," 24,500 "," 24,500 ",,,
,SUPERASIA,SuperAsia SD-525,,,,,,,,,,,,,,,,SuperAsia SD-525-BE-On Installments,,,," 24,000 "," 24,000 ",,,
,SUPERASIA,SuperAsia SA-540,,,,,,,,,,,,,,,,SuperAsia SA-540-BE-On Installments,,,," 31,500 "," 31,500 ",,,
,SUPERASIA,SuperAsia SA 550,,,,,,,,,,,,,,,,SuperAsia SA 550-BE-On Installments,,,," 27,000 "," 27,000 ",,,
,SUPERASIA,SuperAsia SA 555,,,,,,,,,,,,,,,,SuperAsia SA 555-BE-On Installments,,,," 27,500 "," 27,500 ",,,
,PEL,PEL PWMS-8050,,,,,,,,,,,,,,,,PEL PWMS-8050-BE-On Installments,,,," 31,500 "," 31,500 ",,,
,PEL,PEL PWMS-1250,,,,,,,,,,,,,,,,PEL PWMS-1250-BE-On Installments,,,," 34,500 "," 34,500 ",,,
,PEL,PEL PWMS-1050,,,,,,,,,,,,,,,,PEL PWMS-1050-BE-On Installments,,,," 46,500 "," 46,500 ",,,
,PEL,PEL PAWM 900,,,,,,,,,,,,,,,,PEL PAWM 900-BE-On Installments,,,," 80,000 "," 80,000 ",,,
,PEL,PEL PAWM 900i,,,,,,,,,,,,,,,,PEL PAWM 900i-BE-On Installments,,,," 85,000 "," 85,000 ",,,
,PEL,PEL PAWM 1100,,,,,,,,,,,,,,,,PEL PAWM 1100-BE-On Installments,,,," 93,500 "," 93,500 ",,,
,PEL,PEL PAWM 1100i,,,,,,,,,,,,,,,,PEL PAWM 1100i-BE-On Installments,,,," 98,000 "," 98,000 ",,,
,BOSS,BOSS Electric Heater 10-CL,,,,,,,,,,,,,,,,BOSS Electric Heater 10-CL-BE-On Installments,,,,27500,27500,,,
,BOSS,BOSS Electric Heater 15-CL,,,,,,,,,,,,,,,,BOSS Electric Heater 15-CL-BE-On Installments,,,,31000,31000,,,
,BOSS,BOSS Electric Heater 25-CL,,,,,,,,,,,,,,,,BOSS Electric Heater 25-CL-BE-On Installments,,,,35000,35000,,,
,BOSS,BOSS Electric Heater 50-CL,,,,,,,,,,,,,,,,BOSS Electric Heater 50-CL-BE-On Installments,,,,40500,40500,,,
,SUPERASIA,SuperAsia GH-506,,,,,,,,,,,,,,,,SuperAsia GH-506-be-On Installments,,,,23500,23500,,,
,SUPERASIA,SuperAsia GH-508,,,,,,,,,,,,,,,,SuperAsia GH-508-BE-On Installments,,,,25500,25500,,,
,SUPERASIA,SuperAsia Rapid Electric Heater REH-10,,,,,,,,,,,,,,,,SuperAsia Rapid Electric Heater REH-10-BE-On Installments,,,,35000,35000,,,
,SUPERASIA,SuperAsia Mega Electric Heater MEH-30,,,,,,,,,,,,,,,,SuperAsia Mega Electric Heater MEH-30-BE-On Installments,,,,40500,40500,,,
,SUPERASIA,SuperAsia Mega Electric Heater MEH-50,,,,,,,,,,,,,,,,SuperAsia Mega Electric Heater MEH-50-BE-On Installments,,,,46000,46000,,,
,SUPERASIA,SuperAsia Electric Heater SEH-15,,,,,,,,,,,,,,,,SuperAsia Electric Heater SEH-15-BE-On Installments,,,,36500,36500,,,
,SUPERASIA,SuperAsia Electric Heater SEH-16,,,,,,,,,,,,,,,,SuperAsia Electric Heater SEH-16-Beon Installments,,,,27500,27500,,,
,SUPERASIA,SuperAsia Electric Heater EH-610,,,,,,,,,,,,,,,,SuperAsia Electric Heater EH-610-BE-On Installments,,,,27000,27000,,,
,SUPERASIA,SuperAsia Electric Heater EH-612,,,,,,,,,,,,,,,,SuperAsia Electric Heater EH-612-BE-On Installments,,,,28500,28500,,,
,SUPERASIA,SuperAsia Electric Heater EH-616,,,,,,,,,,,,,,,,SuperAsia Electric Heater EH-616-BE-On Installments,,,,30500,30500,,,
,SUPERASIA,SuperAsia Electric Heater EH-620,,,,,,,,,,,,,,,,SuperAsia Electric Heater EH-620-BE-On Installments,,,,32500,32500,,,
,SUPERASIA,SuperAsia Electric Heater EH-630,,,,,,,,,,,,,,,,SuperAsia Electric Heater EH-630-BE-On Installments,,,,28000,28000,,,
,SUPERASIA,SuperAsia Electric Heater EH-640,,,,,,,,,,,,,,,,SuperAsia Electric Heater EH-640-BE-On Installments,,,,29000,29000,,,
,SUPERASIA,SuperAsia Electric Heater EH-660,,,,,,,,,,,,,,,,SuperAsia Electric Heater EH-660-BE-On Installments,,,,31500,31500,,,
,SUPERASIA,SuperAsia Electric Heater EH-670,,,,,,,,,,,,,,,,SuperAsia Electric Heater EH-670-BE-On Installments,,,,33000,33000,,,
,Homage WD,Homage HWD-49320,,,,,,,,,,,,,,,,Homage HWD-49320-BE-On Installments,,,,29500,29500,,,
,Homage WD,Homage HWD-49432 G,,,,,,,,,,,,,,,,Homage HWD-49432 G-BE-On Installments,,,,41500,41500,,,
,Homage WD,Homage HWD-49331,,,,,,,,,,,,,,,,Homage HWD-49331-BE-On Installments,,,,37500,37500,,,
,Homage WD,Homage HWD-49332 P,,,,,,,,,,,,,,,,Homage HWD-49332 P-BE-On Installments,,,,39000,39000,,,
,,,,,,,,,,,,,,,,,,,,,,list price,lowest,alfa rates,diff b/w alfa and lowest,
,Dawlance M/w,Dawlance Microwave Oven DW MD-4 ,,,,,,,,,,,,,,,,Dawlance Microwave oven DW-MD 4-BE-On Installment ,,,," 17,000 "," 20,900 "," 20,400 "," 3,400 ",
,Dawlance M/w,Dawlance Microwave Oven DW MD-7,,,,,,,,,,,,,,,,Dawlance Microwave oven DW-MD 7-BE-On Installment ,,,," 19,000 "," 23,900 "," 23,400 "," 4,400 ",
,Dawlance M/w,Dawlance Microwave Oven DW MD-10,,,,,,,,,,,,,,,,Dawlance Microwave oven DW-MD 10-BE-On Installment ,,,," 19,000 "," 22,900 "," 22,400 "," 3,400 ",
,Dawlance M/w,Dawlance Microwave Oven DW MD-15,,,,,,,,,,,,,,,,Dawlance Microwave oven DW-MD 15-BE-On Installment ,,,," 15,500 "," 18,000 "," 17,500 "," 2,000 ",
,Dawlance M/w,Dawlance Microwave Oven DW MD-20 Inv,,,,,,,,,,,,,,,,Dawlance Microwave oven DW-MD 20 Inv-BE-On Installment ,,,," 17,000 "," 21,000 "," 20,500 "," 3,500 ",
,Dawlance M/w,Dawlance Microwave Oven DW 115 CHZP,,,,,,,,,,,,,,,,Dawlance Microwave oven DW-115 CHZP-BE-On Installment ,,,," 38,500 "," 47,600 "," 47,100 "," 8,600 ",
,Dawlance M/w,Dawlance Microwave Oven DW 128 G,,,,,,,,,,,,,,,,Dawlance Microwave oven DW-128 G-BE-On Installment ,,,," 33,500 "," 39,200 "," 38,700 "," 5,200 ",
,Dawlance M/w,Dawlance Microwave Oven DW 132 S,,,,,,,,,,,,,,,,Dawlance Microwave oven DW-132 S-BE-On Installment ,,,," 30,500 "," 35,900 "," 35,400 "," 4,900 ",
,Dawlance M/w,Dawlance Microwave Oven 133 G,,,,,,,,,,,,,,,,Dawlance Microwave oven DW-133 G-BE-On Installment ,,,," 35,500 "," 41,500 "," 41,000 "," 5,500 ",
,Dawlance M/w,Dawlance Microwave Oven DW 136 G ,,,,,,,,,,,,,,,,Dawlance Microwave oven DW-136 G-BE-On Installment ,,,," 34,500 "," 42,900 "," 42,400 "," 7,900 ",
,Dawlance M/w,Dawlance Microwave Oven DW 142 HZP,,,,,,,,,,,,,,,,Dawlance Microwave oven DW-MD 142 HZP-BE-On Installment ,,,," 42,000 "," 51,300 "," 50,800 "," 8,800 ",
,Dawlance M/w,Dawlance Microwave Oven DW 162 HZP,,,,,,,,,,,,,,,,Dawlance Microwave oven DW-162 HZP-BE-On Installment ,,,," 46,500 "," 57,200 "," 56,700 "," 10,200 ",
,Dawlance M/w,Dawlance Microwave Oven DW 210 Solo,,,,,,,,,,,,,,,,Dawlance Microwave oven DW-210 Solo-BE-On Installment ,,,," 16,500 "," 19,000 "," 18,500 "," 2,000 ",
,Dawlance M/w,Dawlance Microwave Oven DW 210 Pro,,,,,,,,,,,,,,,,Dawlance Microwave oven DW-210 Pro-BE-On Installment ,,,," 17,000 "," 30,000 "," 29,500 "," 12,500 ",
,Dawlance M/w,Dawlance Microwave Oven DW 220 S,,,,,,,,,,,,,,,,Dawlance Microwave oven DW-220 S-BE-On Installment ,,,," 16,000 "," 21,300 "," 20,800 "," 4,800 ",
,Dawlance M/w,Dawlance Microwave Oven DW 295,,,,,,,,,,,,,,,,Dawlance Microwave oven DW-295-BE-On Installment ,,,," 20,500 "," 26,500 "," 26,000 "," 5,500 ",
,Dawlance M/w,Dawlance Microwave Oven DW-297 GSS,,,,,,,,,,,,,,,,Dawlance Microwave oven DW-297 GSS-BE-On Installment ,,,," 23,000 "," 26,700 "," 26,200 "," 3,200 ",
,Dawlance M/w,Dawlance Microwave Oven DW-374,,,,,,,,,,,,,,,,Dawlance Microwave oven DW-374-BE-On Installment ,,,," 26,000 "," 29,500 "," 29,000 "," 3,000 ",
,Dawlance M/w,Dawlance Microwave Oven DW-388,,,,,,,,,,,,,,,,Dawlance Microwave oven DW- 388-BE-On Installment ,,,," 25,000 "," 28,900 "," 28,400 "," 3,400 ",
,Dawlance M/w,Dawlance Microwave Oven DW-390s,,,,,,,,,,,,,,,,Dawlance Microwave oven DW-390s-BE-On Installment ,,,," 25,500 "," 32,000 "," 31,500 "," 6,000 ",
,Dawlance M/w,Dawlance Microwave Oven DW-395 HCG,,,,,,,,,,,,,,,,Dawlance Microwave oven DW-395 HCG-BE-On Installment ,,,," 31,000 "," 35,000 "," 34,500 "," 3,500 ",
,Dawlance M/w,Dawlance Microwave Oven DW 393 GSS,,,,,,,,,,,,,,,,Dawlance Microwave oven DW-393 GSS-BE-On Installment ,,,," 30,500 "," 36,000 "," 35,500 "," 5,000 ",
,Dawlance M/w,Dawlance Microwave Oven DW 530 AF,,,,,,,,,,,,,,,,Dawlance Microwave oven DW-530 AF-BE-On Installment ,,,," 44,500 "," 56,900 "," 56,400 "," 11,900 ",
,Dawlance M/w,Dawlance Microwave Oven DW 550 AF,,,,,,,,,,,,,,,,Dawlance Microwave oven DW-550 AF-BE-On Installment ,,,," 47,500 "," 56,000 "," 55,500 "," 8,000 ",
,Dawlance M/w,Dawlance Microwave Oven DWMO 2515,,,,,,,,,,,,,,,,Dawlance Microwave oven DWMO 2515-BE-On Installment ,,,," 15,000 "," 22,900 "," 22,400 "," 7,400 ",
,Dawlance M/w,Dawlance Microwave Oven DWMO 2515 CR,,,,,,,,,,,,,,,,Dawlance Microwave oven DWMO 2515 CR-BE-On Installment ,,,," 17,000 "," 29,900 "," 29,400 "," 12,400 ",
,Dawlance AC Split,Dawlance Ac Split 1 ton Invertor 15 Inspire Pro,,,,,,,,,,,,,,,,Dawlance Ac Split 1 Ton Invertor 15 Inspire Pro-BE-On Installment ,,,," 110,000 ",," 116,000 "," (116,000)"," 125,500 "
,Dawlance AC Split,Dawlance Ac Split 1.5 ton Invertor 30 Chrome,,,,,,,,,,,,,,,,Dawlance Ac Split 1.5 ton Invertor 30 Chrome-BE-On Installment,,,," 138,500 "," 165,500 "," 144,500 "," 21,000 "," 156,500 "
,Dawlance AC Split,Dawlance Ac Split 1 ton Invertor 15 Elegance X,,,,,,,,,,,,,,,,Dawlance Ac Split 1 ton Invertor 15 Elegance X-BE-On Installment,,,," 118,000 "," 155,500 "," 124,000 "," 31,500 "," 136,500 "
,Dawlance AC Split,Dawlance Ac Split 1.5 ton Invertor 30 Elegance X,,,,,,,,,,,,,,,,Dawlance Ac Split 1.5 ton Invertor 30 Elegance X-BE-On Installment,,,," 153,000 "," 186,400 "," 159,000 "," 27,400 "," 175,500 "
,Dawlance AC Split,Dawlance Ac Split 1.25 ton Invertor 20 Frost,,,,,,,,,,,,,,,,Dawlance Ac Split 1.25 ton Invertor 20 Frost-BE-On Intallment,,,," 106,000 "," 143,500 "," 112,000 "," 31,500 "," 126,500 "
,Dawlance AC Split,Dawlance Ac Split 1.5 ton Invertor 30 Frost,,,,,,,,,,,,,,,,Dawlance Ac Split 1.5 ton Invertor 30 Frost-BE-On Intallment,,,," 130,000 "," 152,200 "," 136,000 "," 16,200 "," 147,800 "
,Dawlance AC Split,Dawlance Ac Split 1.5 ton Invertor Hyper T3 Invertor 30,,,,,,,,,,,,,,,,Dawlance Ac Split 1.5 ton Invertor Hyper T3 Invertor 30-BE-On Installment,,,," 160,000 "," 194,000 "," 166,000 "," 28,000 "," 182,200 "
,Dawlance AC Split,Dawlance Ac Split 1.5 ton Invertor Magna 30,,,,,,,,,,,,,,,,Dawlance Ac Split 1.5 ton Invertor 30 Magna -BE-On Installment,,,," 152,000 "," 190,000 "," 158,000 "," 32,000 "," 174,500 "
,Dawlance AC Split,Dawlance Ac Split 1.5 ton Invertor Excel 30,,,,,,,,,,,,,,,,Dawlance Ac Split 1.5 ton Invertor 30 Excel -BE-On Installment,,,," 140,000 "," 161,200 "," 146,000 "," 15,200 "," 161,000 "
,Dawlance AC Split,Dawlance Ac Split 1.5 ton Invertor 30 Powercon,,,,,,,,,,,,,,,,Dawlance Ac Split 1.5 ton Invertor 30 Powercon -BE-On Installment,,,," 133,000 "," 159,000 "," 139,000 "," 20,000 "," 151,000 "
,Dawlance AC Split,Dawlance Ac Split 1.5 ton Invertor 30 Extreme,,,,,,,,,,,,,,,,Dawlance Ac Split 1.5 ton Invertor 30 Extreme -BE-On Installment,,,," 119,000 "," 129,500 "," 125,000 "," 4,500 "," 132,200 "
,Dawlance AC Split,Dawlance Ac Split 1.5 ton Invertor 30 Avante White,,,,,,,,,,,,,,,,Dawlance Ac Split 1.5 ton Invertor 30 Avante White -BE-On Installment,,,," 148,000 "," 174,000 "," 154,000 "," 20,000 ",
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
